lead_id,timestamp,buyer_city,buyer_state,product_name,category,subcategory,quantity,order_value_rs,buyer_type,intent_score,lead_quality,urgency,budget_range,requirement_type,buyer_engagement_score,gst_verified,preferred_contact,lead_source
L100446,2026-04-25 2:09:45,Noida,Jharkhand,Fiber Optic Cable Supplier,Electronics,Fiber Optic Cable,181,47281,Manufacturer,44,Cold,Immediate,Rs. 42281 - 47281,Reselling,66,Yes,Call,Recommendation
L100447,2026-04-15 17:09:45,Ahmedabad,Manipur,Corporate Polo T-Shirts,Garments,Corporate Wear,206,214951,Manufacturer,94,Hot,Within Week,Rs. 209951 - 214951,Reselling,75,No,WhatsApp,Direct
L100448,2026-04-17 6:09:45,Delhi,Sikkim,Custom Printed Labels,Packaging,Shipping Box,450,459533,Wholesaler,83,Warm,Immediate,Rs. 454533 - 459533,Sample,29,Yes,WhatsApp,Recommendation
L100449,2026-04-25 0:09:45,Mumbai,Telangana,Card Holder & Cases,Leather,Laptop Sleeve,438,38761,Distributor,54,Cold,Immediate,Rs. 33761 - 38761,OEM Supply,69,No,Call,Direct
L100450,2026-05-11 23:09:45,Surat,Manipur,Card Holder & Cases,Leather,Passport Holder,394,227576,Distributor,52,Cold,Immediate,Rs. 222576 - 227576,OEM Supply,37,No,Call,Search
L100451,2026-05-05 15:09:45,Surat,Kerala,Drip Irrigation Setup,Agriculture,Seeds,80,497804,Retailer,70,Warm,Immediate,Rs. 492804 - 497804,OEM Supply,17,No,WhatsApp,Recommendation
L100452,2026-05-03 5:09:45,Noida,Rajasthan,Sugarcane Juice Machine,Machinery,Packaging Machine,445,12528,Wholesaler,88,Hot,Within Week,Rs. 7528 - 12528,Sample,28,Yes,WhatsApp,Recommendation
L100453,2026-05-03 16:09:45,Ahmedabad,Manipur,CCTV AMC Services,Electronics,Fiber Optic Cable,447,220555,Retailer,73,Warm,Immediate,Rs. 215555 - 220555,Sample,64,No,WhatsApp,ASTBuy
L100454,2026-05-07 21:09:45,Jaipur,Mizoram,Semi Automatic Lathe Machine,Machinery,Lathe Machine,247,249798,Distributor,74,Warm,Within Week,Rs. 244798 - 249798,OEM Supply,11,Yes,Call,ASTBuy
L100455,2026-05-14 3:09:45,Ahmedabad,Tripura,Industrial Solvents Requirement,Chemicals,Paint Chemical,381,433160,Manufacturer,87,Hot,Within Week,Rs. 428160 - 433160,Bulk Purchase,73,No,Call,Recommendation
L100456,2026-04-25 13:09:45,Chennai,Jharkhand,Reception Desk Requirement,Furniture,Office Chair,483,436975,Retailer,94,Hot,Immediate,Rs. 431975 - 436975,Sample,37,Yes,WhatsApp,ASTBuy
L100457,2026-04-20 3:09:45,Delhi,Gujarat,Custom Printed Labels,Packaging,Labels,108,499819,Distributor,52,Cold,Within Month,Rs. 494819 - 499819,Reselling,12,No,WhatsApp,Direct
L100458,2026-04-26 13:09:45,Bengaluru,Tripura,Hybrid Seeds Requirement,Agriculture,Drip Irrigation,211,184907,Distributor,62,Cold,Within Month,Rs. 179907 - 184907,Sample,32,No,WhatsApp,Search
L100459,2026-04-16 14:09:45,Jaipur,Arunachal Pradesh,Travel Organizer Bag,Leather,Laptop Sleeve,278,229024,Distributor,64,Cold,Immediate,Rs. 224024 - 229024,Sample,21,Yes,Call,Direct
L100460,2026-05-10 11:09:45,Ludhiana,Punjab,Custom Printed Labels,Packaging,Corrugated Box,384,394621,Retailer,79,Warm,Within Month,Rs. 389621 - 394621,Reselling,63,Yes,Call,Recommendation
L100461,2026-04-24 22:09:45,Jaipur,West Bengal,Corrugated Shipping Boxes,Packaging,Corrugated Box,439,246692,Manufacturer,47,Cold,Immediate,Rs. 241692 - 246692,Sample,57,Yes,Email,Search
L100462,2026-04-16 0:09:45,Gurugram,Meghalaya,Wooden Sofa Set,Furniture,Sofa,430,473760,Retailer,90,Hot,Within Month,Rs. 468760 - 473760,OEM Supply,14,Yes,Call,ASTBuy
L100463,2026-04-20 8:09:45,Jaipur,Tripura,Industrial Solvents Requirement,Chemicals,Paint Chemical,308,166946,Wholesaler,61,Cold,Immediate,Rs. 161946 - 166946,OEM Supply,34,No,Call,Recommendation
L100464,2026-04-26 2:09:45,Gurugram,Tripura,Travel Organizer Bag,Leather,Card Holder,207,474546,Retailer,60,Cold,Within Week,Rs. 469546 - 474546,Bulk Purchase,74,Yes,Email,Recommendation
L100465,2026-05-14 6:09:45,Chennai,Assam,Wooden Sofa Set,Furniture,Wooden Table,105,49392,Wholesaler,45,Cold,Immediate,Rs. 44392 - 49392,Sample,89,Yes,Email,Recommendation
L100466,2026-05-04 12:09:45,Gurugram,Chhattisgarh,Hoodies for Reselling,Garments,Uniforms,325,331588,Distributor,89,Hot,Immediate,Rs. 326588 - 331588,Bulk Purchase,78,Yes,Email,Recommendation
L100467,2026-04-17 12:09:45,Chennai,Tamil Nadu,Wooden Sofa Set,Furniture,Office Chair,43,490696,Retailer,49,Cold,Within Week,Rs. 485696 - 490696,Sample,68,Yes,Call,ASTBuy
L100468,2026-05-05 21:09:45,Jaipur,Punjab,Modular Workstation Table,Furniture,Sofa,48,41070,Retailer,71,Warm,Within Month,Rs. 36070 - 41070,OEM Supply,12,No,Call,Recommendation
L100469,2026-04-25 12:09:45,Ahmedabad,Meghalaya,CCTV AMC Services,Electronics,HDMI Cable,193,466966,Wholesaler,60,Cold,Within Week,Rs. 461966 - 466966,Reselling,11,Yes,Email,Direct
L100470,2026-05-07 23:09:45,Bengaluru,Jharkhand,Fiber Optic Cable Supplier,Electronics,Fiber Optic Cable,248,322415,Distributor,78,Warm,Within Week,Rs. 317415 - 322415,Sample,34,Yes,Email,Direct
L100471,2026-05-08 20:09:45,Gurugram,Assam,Leather Wallet for Corporate Gifting,Leather,Wallet,59,471610,Retailer,53,Cold,Immediate,Rs. 466610 - 471610,Bulk Purchase,44,No,WhatsApp,ASTBuy
L100472,2026-04-22 21:09:45,Jaipur,Maharashtra,Fiber Optic Cable Supplier,Electronics,Fiber Optic Cable,240,391196,Wholesaler,91,Hot,Within Week,Rs. 386196 - 391196,Reselling,32,Yes,Email,Search
L100473,2026-05-05 23:09:45,Ludhiana,Sikkim,Plastic Packaging Pouch,Packaging,Corrugated Box,407,402339,Manufacturer,77,Warm,Immediate,Rs. 397339 - 402339,OEM Supply,64,No,WhatsApp,Direct
L100474,2026-05-12 0:09:45,Ludhiana,Rajasthan,Corrugated Shipping Boxes,Packaging,Shipping Box,291,185529,Wholesaler,63,Cold,Within Month,Rs. 180529 - 185529,Sample,75,No,Email,Recommendation
L100475,2026-04-26 10:09:45,Ahmedabad,Goa,Reception Desk Requirement,Furniture,Sofa,16,60609,Distributor,51,Cold,Within Month,Rs. 55609 - 60609,Bulk Purchase,19,Yes,Email,Search
L100476,2026-04-30 17:09:45,Gurugram,Chhattisgarh,Paint Chemical Supplier,Chemicals,Industrial Solvents,63,5550,Manufacturer,60,Cold,Within Week,Rs. 550 - 5550,Reselling,39,Yes,WhatsApp,Search
L100477,2026-04-16 2:09:45,Mumbai,Madhya Pradesh,Packaging Machine for Factory,Machinery,Juice Machine,288,146277,Manufacturer,85,Warm,Within Week,Rs. 141277 - 146277,OEM Supply,50,No,Call,ASTBuy
L100478,2026-04-25 10:09:45,Ahmedabad,Assam,Hoodies for Reselling,Garments,Kids Wear,24,144372,Distributor,66,Warm,Immediate,Rs. 139372 - 144372,OEM Supply,40,Yes,WhatsApp,Direct
L100479,2026-04-21 23:09:45,Bengaluru,Meghalaya,Corporate Polo T-Shirts,Garments,Kids Wear,68,441763,Retailer,65,Cold,Immediate,Rs. 436763 - 441763,Reselling,92,Yes,Call,Recommendation
L100480,2026-05-11 8:09:45,Bengaluru,Karnataka,Fiber Optic Cable Supplier,Electronics,Wireless CCTV,141,166798,Distributor,88,Hot,Immediate,Rs. 161798 - 166798,OEM Supply,88,Yes,WhatsApp,Search
L100481,2026-04-18 9:09:45,Mumbai,Rajasthan,Drip Irrigation Setup,Agriculture,Drip Irrigation,496,477849,Retailer,47,Cold,Within Month,Rs. 472849 - 477849,Bulk Purchase,16,Yes,Call,Direct
L100482,2026-04-29 0:09:45,Bengaluru,Arunachal Pradesh,Industrial Solvents Requirement,Chemicals,Paint Chemical,224,119168,Retailer,50,Cold,Immediate,Rs. 114168 - 119168,Sample,43,Yes,Call,Direct
L100483,2026-04-28 13:09:45,Noida,Telangana,Wooden Sofa Set,Furniture,Office Chair,169,361169,Wholesaler,79,Warm,Within Week,Rs. 356169 - 361169,Bulk Purchase,84,No,Call,ASTBuy
L100484,2026-04-25 16:09:45,Mumbai,Meghalaya,Industrial Solvents Requirement,Chemicals,Industrial Solvents,455,446225,Wholesaler,97,Hot,Immediate,Rs. 441225 - 446225,OEM Supply,94,No,WhatsApp,Search
L100485,2026-04-29 16:09:45,Bengaluru,Meghalaya,Organic Fertilizers,Agriculture,Fertilizers,136,402210,Wholesaler,58,Cold,Within Week,Rs. 397210 - 402210,Bulk Purchase,98,Yes,Call,Recommendation
L100486,2026-05-06 17:09:45,Ludhiana,Himachal Pradesh,Bulk Cotton T-Shirts,Garments,Uniforms,344,113817,Retailer,69,Warm,Within Month,Rs. 108817 - 113817,Reselling,36,No,WhatsApp,Recommendation
L100487,2026-04-28 7:09:45,Ludhiana,Haryana,PU Leather Passport Cover Holder,Leather,Laptop Sleeve,469,68689,Wholesaler,54,Cold,Within Month,Rs. 63689 - 68689,OEM Supply,34,Yes,WhatsApp,Recommendation
L100488,2026-05-10 1:09:45,Gurugram,Andhra Pradesh,PU Leather Passport Cover Holder,Leather,Organizer Bag,76,242172,Retailer,96,Hot,Immediate,Rs. 237172 - 242172,OEM Supply,33,No,Call,Recommendation
L100489,2026-04-26 8:09:45,Gurugram,Telangana,Hybrid Seeds Requirement,Agriculture,Pesticides,61,486477,Wholesaler,75,Warm,Immediate,Rs. 481477 - 486477,OEM Supply,74,No,Email,Search
L100490,2026-04-26 17:09:45,Gurugram,Telangana,Corporate Polo T-Shirts,Garments,Kids Wear,190,51782,Distributor,43,Cold,Within Week,Rs. 46782 - 51782,Bulk Purchase,61,Yes,Email,Search
L100491,2026-05-10 0:09:45,Gurugram,Tamil Nadu,Organic Fertilizers,Agriculture,Drip Irrigation,349,26647,Retailer,81,Warm,Immediate,Rs. 21647 - 26647,Sample,14,No,Call,Direct
L100492,2026-04-28 0:09:45,Jaipur,Assam,Wireless CCTV Camera,Electronics,Fiber Optic Cable,452,325674,Retailer,84,Warm,Within Week,Rs. 320674 - 325674,Bulk Purchase,98,No,WhatsApp,ASTBuy
L100493,2026-05-14 14:09:45,Mumbai,Arunachal Pradesh,Leather Wallet for Corporate Gifting,Leather,Wallet,327,151491,Wholesaler,85,Warm,Within Week,Rs. 146491 - 151491,OEM Supply,49,Yes,Call,Search
L100494,2026-05-14 4:09:45,Ludhiana,Tripura,Wireless CCTV Camera,Electronics,HDMI Cable,171,472290,Manufacturer,69,Warm,Immediate,Rs. 467290 - 472290,Reselling,12,Yes,WhatsApp,Direct
L100495,2026-05-04 4:09:45,Ludhiana,Rajasthan,Leather Wallet for Corporate Gifting,Leather,Passport Holder,497,248923,Retailer,77,Warm,Immediate,Rs. 243923 - 248923,Sample,12,No,Call,ASTBuy
L100496,2026-04-23 19:09:45,Surat,Chhattisgarh,PU Leather Passport Cover Holder,Leather,Passport Holder,156,421971,Distributor,87,Hot,Immediate,Rs. 416971 - 421971,OEM Supply,42,No,WhatsApp,Direct
L100497,2026-04-19 7:09:45,Ludhiana,Nagaland,Industrial Solvents Requirement,Chemicals,Cleaning Chemical,171,467835,Retailer,73,Warm,Within Week,Rs. 462835 - 467835,Reselling,97,Yes,Call,Recommendation
L100498,2026-04-15 1:09:45,Jaipur,Meghalaya,Industrial Mixer Machine,Machinery,Juice Machine,255,16702,Distributor,55,Cold,Within Week,Rs. 11702 - 16702,Bulk Purchase,21,Yes,WhatsApp,Direct
L100499,2026-04-30 14:09:45,Jaipur,Chhattisgarh,Modular Workstation Table,Furniture,Modular Desk,136,477773,Manufacturer,83,Warm,Immediate,Rs. 472773 - 477773,Reselling,49,Yes,Call,Search
L100500,2026-05-10 1:09:45,Delhi,Maharashtra,CCTV AMC Services,Electronics,Wireless CCTV,291,416011,Manufacturer,90,Hot,Immediate,Rs. 411011 - 416011,Bulk Purchase,69,Yes,Email,Search
L100501,2026-04-25 9:09:45,Delhi,Uttarakhand,Card Holder & Cases,Leather,Organizer Bag,148,34377,Wholesaler,91,Hot,Immediate,Rs. 29377 - 34377,Reselling,85,Yes,Call,Recommendation
L100502,2026-05-04 0:09:45,Ahmedabad,Madhya Pradesh,Reception Desk Requirement,Furniture,Office Chair,181,346662,Distributor,93,Hot,Immediate,Rs. 341662 - 346662,Reselling,74,Yes,Call,Search
L100503,2026-05-13 9:09:45,Ludhiana,Mizoram,Card Holder & Cases,Leather,Wallet,300,481932,Distributor,45,Cold,Immediate,Rs. 476932 - 481932,Bulk Purchase,96,No,WhatsApp,Recommendation
L100504,2026-04-15 18:09:45,Surat,Kerala,Fiber Optic Cable Supplier,Electronics,Fiber Optic Cable,306,163415,Wholesaler,51,Cold,Within Week,Rs. 158415 - 163415,Bulk Purchase,42,Yes,WhatsApp,ASTBuy
L100505,2026-05-06 22:09:45,Jaipur,Gujarat,Office Chair Supplier,Furniture,Sofa,153,297595,Manufacturer,80,Warm,Within Week,Rs. 292595 - 297595,Sample,27,No,Email,Search
L100506,2026-04-25 1:09:45,Delhi,Rajasthan,Paint Chemical Supplier,Chemicals,Cleaning Chemical,219,245107,Retailer,66,Warm,Within Month,Rs. 240107 - 245107,OEM Supply,21,Yes,Email,Search
L100507,2026-05-02 5:09:45,Delhi,Rajasthan,Sugarcane Juice Machine,Machinery,Lathe Machine,318,285329,Manufacturer,97,Hot,Within Week,Rs. 280329 - 285329,Bulk Purchase,61,Yes,WhatsApp,Recommendation
L100508,2026-04-19 9:09:45,Mumbai,Arunachal Pradesh,Bulk Cotton T-Shirts,Garments,T-Shirts,139,435603,Distributor,81,Warm,Immediate,Rs. 430603 - 435603,OEM Supply,98,No,Call,Direct
L100509,2026-04-15 22:09:45,Ahmedabad,Jharkhand,School Uniform Supplier,Garments,Uniforms,288,388695,Distributor,71,Warm,Immediate,Rs. 383695 - 388695,Reselling,10,No,Email,ASTBuy
L100510,2026-05-10 14:09:45,Gurugram,Manipur,HDMI Cable Requirement,Electronics,CCTV Camera,79,317060,Wholesaler,96,Hot,Immediate,Rs. 312060 - 317060,Sample,70,Yes,Email,Recommendation
L100511,2026-05-04 17:09:45,Bengaluru,Jharkhand,Corrugated Shipping Boxes,Packaging,Corrugated Box,154,212604,Distributor,70,Warm,Within Month,Rs. 207604 - 212604,OEM Supply,94,Yes,WhatsApp,ASTBuy
L100512,2026-04-22 22:09:45,Bengaluru,Bihar,School Uniform Supplier,Garments,Uniforms,420,390884,Wholesaler,82,Warm,Immediate,Rs. 385884 - 390884,OEM Supply,71,No,WhatsApp,Direct
L100513,2026-05-10 4:09:45,Ludhiana,Sikkim,Drip Irrigation Setup,Agriculture,Pesticides,141,205595,Manufacturer,64,Cold,Within Week,Rs. 200595 - 205595,OEM Supply,28,Yes,WhatsApp,Recommendation
L100514,2026-04-16 23:09:45,Chennai,Meghalaya,CCTV AMC Services,Electronics,Adapters,6,304869,Manufacturer,59,Cold,Immediate,Rs. 299869 - 304869,Sample,55,Yes,WhatsApp,Recommendation
L100515,2026-05-05 18:09:45,Surat,Haryana,Modular Workstation Table,Furniture,Office Chair,184,262978,Manufacturer,94,Hot,Within Month,Rs. 257978 - 262978,Sample,32,Yes,WhatsApp,Search
L100516,2026-04-27 22:09:45,Mumbai,Telangana,Hybrid Seeds Requirement,Agriculture,Fertilizers,402,400326,Manufacturer,82,Warm,Immediate,Rs. 395326 - 400326,OEM Supply,70,Yes,Email,Search
L100517,2026-05-12 19:09:45,Delhi,West Bengal,Leather Wallet for Corporate Gifting,Leather,Organizer Bag,300,324234,Wholesaler,93,Hot,Immediate,Rs. 319234 - 324234,Bulk Purchase,22,Yes,WhatsApp,Recommendation
L100518,2026-05-07 7:09:45,Jaipur,Chhattisgarh,Industrial Solvents Requirement,Chemicals,Industrial Solvents,408,124555,Manufacturer,46,Cold,Within Month,Rs. 119555 - 124555,Sample,17,No,Call,Direct
L100519,2026-05-07 7:09:45,Surat,Haryana,Fiber Optic Cable Supplier,Electronics,Wireless CCTV,311,331479,Retailer,93,Hot,Immediate,Rs. 326479 - 331479,OEM Supply,58,Yes,Email,ASTBuy
L100520,2026-05-07 20:09:45,Jaipur,Rajasthan,Semi Automatic Lathe Machine,Machinery,Lathe Machine,225,356412,Wholesaler,58,Cold,Immediate,Rs. 351412 - 356412,Sample,84,Yes,Email,Direct
L100521,2026-04-20 12:09:45,Bengaluru,Arunachal Pradesh,Sugarcane Juice Machine,Machinery,Packaging Machine,458,3245,Retailer,63,Cold,Within Week,Rs. 100 - 3245,Reselling,33,No,Call,ASTBuy
L100522,2026-05-11 21:09:45,Ludhiana,Andhra Pradesh,Hybrid Seeds Requirement,Agriculture,Pesticides,317,472231,Manufacturer,75,Warm,Within Month,Rs. 467231 - 472231,OEM Supply,19,Yes,Call,Search
L100523,2026-05-13 18:09:45,Gurugram,Gujarat,CCTV AMC Services,Electronics,CCTV Camera,119,27489,Distributor,78,Warm,Within Week,Rs. 22489 - 27489,Reselling,59,No,Call,ASTBuy
L100524,2026-04-27 17:09:45,Chennai,Goa,Modular Workstation Table,Furniture,Office Chair,437,271955,Retailer,79,Warm,Within Week,Rs. 266955 - 271955,Sample,84,No,WhatsApp,Direct
L100525,2026-05-12 5:09:45,Ahmedabad,Uttar Pradesh,Hoodies for Reselling,Garments,Corporate Wear,134,105625,Wholesaler,61,Cold,Within Month,Rs. 100625 - 105625,Reselling,94,Yes,Call,Recommendation
L100526,2026-04-18 14:09:45,Mumbai,Andhra Pradesh,HDMI Cable Requirement,Electronics,Adapters,178,37600,Manufacturer,66,Warm,Within Week,Rs. 32600 - 37600,Bulk Purchase,44,Yes,Call,Direct
L100527,2026-05-05 0:09:45,Delhi,Uttarakhand,Drip Irrigation Setup,Agriculture,Fertilizers,180,226738,Retailer,70,Warm,Immediate,Rs. 221738 - 226738,Sample,35,No,Email,Direct
L100528,2026-04-14 19:09:45,Jaipur,Andhra Pradesh,Hybrid Seeds Requirement,Agriculture,Seeds,393,198276,Wholesaler,84,Warm,Immediate,Rs. 193276 - 198276,Sample,66,Yes,Email,Search
L100529,2026-05-10 19:09:45,Chennai,Bihar,Paint Chemical Supplier,Chemicals,Industrial Solvents,224,481832,Retailer,43,Cold,Immediate,Rs. 476832 - 481832,Bulk Purchase,62,Yes,Call,ASTBuy
L100530,2026-05-01 8:09:45,Surat,Haryana,Bulk Cotton T-Shirts,Garments,T-Shirts,65,230429,Wholesaler,51,Cold,Immediate,Rs. 225429 - 230429,Reselling,26,No,WhatsApp,Direct
L100531,2026-04-29 12:09:45,Gurugram,Rajasthan,Fiber Optic Cable Supplier,Electronics,CCTV Camera,481,285527,Manufacturer,53,Cold,Within Week,Rs. 280527 - 285527,Reselling,56,No,Email,ASTBuy
L100532,2026-04-18 5:09:45,Ludhiana,Himachal Pradesh,Office Chair Supplier,Furniture,Sofa,28,182236,Distributor,97,Hot,Immediate,Rs. 177236 - 182236,Sample,36,Yes,Email,ASTBuy
L100533,2026-05-13 5:09:45,Gurugram,Sikkim,Office Chair Supplier,Furniture,Wooden Table,191,380562,Manufacturer,92,Hot,Within Week,Rs. 375562 - 380562,OEM Supply,24,Yes,WhatsApp,Direct
L100534,2026-04-18 17:09:45,Jaipur,Madhya Pradesh,Reception Desk Requirement,Furniture,Sofa,154,434179,Manufacturer,45,Cold,Immediate,Rs. 429179 - 434179,Sample,58,No,WhatsApp,Direct
L100535,2026-04-16 13:09:45,Noida,West Bengal,Semi Automatic Lathe Machine,Machinery,Juice Machine,95,346491,Retailer,67,Warm,Within Week,Rs. 341491 - 346491,Reselling,13,No,WhatsApp,ASTBuy
L100536,2026-05-12 7:09:45,Mumbai,Karnataka,Hoodies for Reselling,Garments,Corporate Wear,444,224658,Manufacturer,90,Hot,Within Week,Rs. 219658 - 224658,Reselling,78,No,WhatsApp,Search
L100537,2026-05-14 2:09:45,Noida,Bihar,Card Holder & Cases,Leather,Card Holder,382,485288,Distributor,55,Cold,Immediate,Rs. 480288 - 485288,Sample,41,No,WhatsApp,Recommendation
L100538,2026-04-16 21:09:45,Chennai,Nagaland,Corporate Polo T-Shirts,Garments,Hoodies,186,141401,Retailer,82,Warm,Immediate,Rs. 136401 - 141401,Sample,49,No,WhatsApp,ASTBuy
L100539,2026-04-29 10:09:45,Ludhiana,Goa,Organic Fertilizers,Agriculture,Drip Irrigation,226,5150,Wholesaler,69,Warm,Immediate,Rs. 150 - 5150,OEM Supply,17,Yes,WhatsApp,Search
L100540,2026-04-23 15:09:45,Ahmedabad,West Bengal,Wireless CCTV Camera,Electronics,Wireless CCTV,133,402092,Wholesaler,90,Hot,Immediate,Rs. 397092 - 402092,Bulk Purchase,28,Yes,Call,Direct
L100541,2026-05-05 0:09:45,Delhi,Jharkhand,Hoodies for Reselling,Garments,Uniforms,297,166874,Distributor,42,Cold,Within Week,Rs. 161874 - 166874,Reselling,12,No,Email,Direct
L100542,2026-05-11 10:09:45,Gurugram,Gujarat,Packaging Machine for Factory,Machinery,Lathe Machine,40,266281,Wholesaler,68,Warm,Immediate,Rs. 261281 - 266281,Reselling,83,No,Email,Recommendation
L100543,2026-04-29 9:09:45,Surat,Chhattisgarh,Fiber Optic Cable Supplier,Electronics,Wireless CCTV,74,13447,Manufacturer,60,Cold,Within Week,Rs. 8447 - 13447,Reselling,70,No,Email,Direct
L100544,2026-05-13 15:09:45,Mumbai,West Bengal,PU Leather Passport Cover Holder,Leather,Organizer Bag,149,488249,Wholesaler,49,Cold,Within Month,Rs. 483249 - 488249,Reselling,75,No,Call,Recommendation
L100545,2026-05-05 4:09:45,Chennai,Assam,Hoodies for Reselling,Garments,Uniforms,391,340874,Manufacturer,45,Cold,Within Month,Rs. 335874 - 340874,Sample,77,Yes,Email,Recommendation
L100546,2026-05-04 8:09:45,Surat,Jharkhand,Hybrid Seeds Requirement,Agriculture,Pesticides,100,438809,Wholesaler,76,Warm,Immediate,Rs. 433809 - 438809,Reselling,39,No,WhatsApp,Direct
L100547,2026-05-11 11:09:45,Surat,Bihar,Semi Automatic Lathe Machine,Machinery,Mixer Machine,186,42280,Manufacturer,62,Cold,Within Week,Rs. 37280 - 42280,Bulk Purchase,67,No,Call,ASTBuy
L100548,2026-05-01 8:09:45,Mumbai,Rajasthan,Sugarcane Juice Machine,Machinery,Mixer Machine,311,136961,Retailer,90,Hot,Immediate,Rs. 131961 - 136961,OEM Supply,63,Yes,Email,Recommendation
L100549,2026-04-21 2:09:45,Ludhiana,Meghalaya,Semi Automatic Lathe Machine,Machinery,Juice Machine,8,87936,Retailer,47,Cold,Immediate,Rs. 82936 - 87936,Bulk Purchase,14,No,Call,ASTBuy
L100550,2026-04-15 0:09:45,Bengaluru,Gujarat,CCTV AMC Services,Electronics,HDMI Cable,463,221937,Wholesaler,62,Cold,Immediate,Rs. 216937 - 221937,Reselling,25,No,WhatsApp,Direct
L100551,2026-04-25 13:09:45,Jaipur,Madhya Pradesh,Corporate Polo T-Shirts,Garments,T-Shirts,487,235850,Distributor,98,Hot,Immediate,Rs. 230850 - 235850,OEM Supply,99,Yes,Email,ASTBuy
L100552,2026-04-25 9:09:45,Jaipur,Madhya Pradesh,HDMI Cable Requirement,Electronics,HDMI Cable,304,311428,Distributor,63,Cold,Within Week,Rs. 306428 - 311428,OEM Supply,32,No,Call,ASTBuy
L100553,2026-04-20 0:09:45,Bengaluru,Andhra Pradesh,Wooden Sofa Set,Furniture,Modular Desk,25,296267,Manufacturer,73,Warm,Within Month,Rs. 291267 - 296267,Reselling,51,No,WhatsApp,ASTBuy
L100554,2026-04-18 11:09:45,Surat,Meghalaya,Travel Organizer Bag,Leather,Passport Holder,221,272676,Retailer,57,Cold,Within Week,Rs. 267676 - 272676,Reselling,46,Yes,Call,Search
L100555,2026-05-03 16:09:45,Chennai,Kerala,Reception Desk Requirement,Furniture,Modular Desk,115,464677,Retailer,50,Cold,Immediate,Rs. 459677 - 464677,Bulk Purchase,95,No,Call,Direct
L100556,2026-04-21 17:09:45,Bengaluru,Jharkhand,Packaging Machine for Factory,Machinery,Juice Machine,307,473691,Wholesaler,42,Cold,Within Month,Rs. 468691 - 473691,Sample,72,Yes,WhatsApp,ASTBuy
L100557,2026-05-10 1:09:45,Mumbai,Sikkim,Reception Desk Requirement,Furniture,Modular Desk,267,66653,Manufacturer,93,Hot,Within Week,Rs. 61653 - 66653,OEM Supply,73,No,Call,ASTBuy
L100558,2026-05-11 13:09:45,Surat,Jharkhand,Wooden Sofa Set,Furniture,Office Chair,412,41953,Wholesaler,87,Hot,Within Week,Rs. 36953 - 41953,Reselling,45,No,Email,Direct
L100559,2026-05-01 4:09:45,Gurugram,Himachal Pradesh,Paint Chemical Supplier,Chemicals,Industrial Solvents,52,489329,Retailer,85,Warm,Within Week,Rs. 484329 - 489329,Sample,41,Yes,Email,Recommendation
L100560,2026-04-23 13:09:45,Noida,Kerala,Industrial Mixer Machine,Machinery,Juice Machine,241,79894,Wholesaler,71,Warm,Within Month,Rs. 74894 - 79894,Bulk Purchase,91,Yes,Email,ASTBuy
L100561,2026-05-07 3:09:45,Delhi,Arunachal Pradesh,Bulk Cotton T-Shirts,Garments,Kids Wear,252,292914,Manufacturer,79,Warm,Immediate,Rs. 287914 - 292914,Reselling,88,No,Email,ASTBuy
L100562,2026-05-04 20:09:45,Noida,Goa,Industrial Solvents Requirement,Chemicals,Cleaning Chemical,337,94905,Manufacturer,96,Hot,Immediate,Rs. 89905 - 94905,OEM Supply,90,No,Email,Search
L100563,2026-05-02 11:09:45,Jaipur,Kerala,Organic Fertilizers,Agriculture,Pesticides,113,59412,Manufacturer,96,Hot,Within Month,Rs. 54412 - 59412,Reselling,41,No,Call,ASTBuy
L100564,2026-05-09 6:09:45,Ludhiana,Gujarat,Drip Irrigation Setup,Agriculture,Pesticides,59,182731,Manufacturer,84,Warm,Immediate,Rs. 177731 - 182731,OEM Supply,97,Yes,Call,Search
L100565,2026-04-15 22:09:45,Surat,Himachal Pradesh,Reception Desk Requirement,Furniture,Wooden Table,32,295284,Manufacturer,89,Hot,Immediate,Rs. 290284 - 295284,OEM Supply,66,No,WhatsApp,Search
L100566,2026-05-12 19:09:45,Noida,Odisha,Hoodies for Reselling,Garments,Corporate Wear,373,115291,Manufacturer,61,Cold,Within Week,Rs. 110291 - 115291,OEM Supply,38,Yes,Email,ASTBuy
L100567,2026-05-13 20:09:45,Jaipur,Sikkim,Fiber Optic Cable Supplier,Electronics,Adapters,67,317673,Retailer,74,Warm,Immediate,Rs. 312673 - 317673,Reselling,55,Yes,Email,Direct
L100568,2026-05-04 23:09:45,Noida,Arunachal Pradesh,Sugarcane Juice Machine,Machinery,Lathe Machine,81,439931,Wholesaler,74,Warm,Immediate,Rs. 434931 - 439931,Reselling,52,No,Call,ASTBuy
L100569,2026-04-27 18:09:45,Ludhiana,Chhattisgarh,Bulk Cotton T-Shirts,Garments,T-Shirts,387,493516,Retailer,73,Warm,Immediate,Rs. 488516 - 493516,Bulk Purchase,46,No,Call,ASTBuy
L100570,2026-04-16 18:09:45,Jaipur,Tamil Nadu,Industrial Mixer Machine,Machinery,Packaging Machine,384,65324,Wholesaler,92,Hot,Within Week,Rs. 60324 - 65324,Reselling,20,Yes,Call,Recommendation
L100571,2026-05-06 11:09:45,Chennai,Himachal Pradesh,School Uniform Supplier,Garments,T-Shirts,49,386309,Distributor,77,Warm,Within Week,Rs. 381309 - 386309,Reselling,64,Yes,WhatsApp,Search
