event_id,timestamp,seller_id,company_name,persona_type,service_name,city,event_type,event_source,event_value,metadata
E123936,2026-05-05 2:28:21,64000139,Agate-Vala,Premium Stable Seller,Mini Dynamic Catalog (Annual),Delhi,catalog_updated,seller_portal,99,{'products_updated': 5}
E123937,2026-05-09 4:35:33,64000459,"Sheth, Saran and Behl",Lazy Seller,Mini Dynamic Catalog (Annual),Ahmedabad,sales_call,notification_engine,59,"{'call_duration_mins': 22, 'call_outcome': 'Positive'}"
E123938,2026-05-03 7:32:53,64000864,Sama-Garde,New Seller,Maximiser Pro,Noida,login,notification_engine,89,{'platform': 'Desktop'}
E123939,2026-05-02 10:28:51,64000071,Khosla-Sur,Premium Stable Seller,IM Leader Pro,Bengaluru,product_added,seller_portal,13,{'products_added': 7}
E123940,2026-04-15 10:59:17,64000041,"Sant, Dutta and Apte",New Seller,Mini Dynamic Catalog (Annual),Chennai,hot_lead_missed,crm_system,52,"{'intent_score': 94, 'penalty_score': 18}"
E123941,2026-05-09 15:12:02,64000615,Bawa PLC,Churning Seller,IM Leader Pro,Delhi,sales_call,buyer_platform,19,"{'call_duration_mins': 17, 'call_outcome': 'Neutral'}"
E123942,2026-04-27 18:32:13,64000200,Chaudhary-Sama,New Seller,Mini Dynamic Catalog (Monthly),Gurugram,lead_received,buyer_platform,33,"{'intent_score': 95, 'category': 'Industrial', 'source': 'ASTBuy'}"
E123943,2026-05-05 6:04:51,64000565,Bedi-Bhasin,Power Seller,Free,Surat,lead_consumed,notification_engine,71,{'platform': 'Mobile Site'}
E123944,2026-04-19 21:12:13,64000732,Ramakrishnan LLC,Lazy Seller,Trustseal Pro,Chennai,lead_received,seller_portal,70,"{'intent_score': 80, 'category': 'Machinery', 'source': 'ASTBuy'}"
E123945,2026-05-04 3:01:05,64000726,Kakar Inc,Premium Stable Seller,IM IL,Gurugram,login,notification_engine,77,{'platform': 'App'}
E123946,2026-05-01 22:26:30,64000069,Roy PLC,Premium Stable Seller,Mini Dynamic Catalog (Monthly),Mumbai,response_sent,buyer_platform,23,"{'response_time_mins': 7, 'platform': 'Desktop'}"
E123947,2026-04-30 13:53:22,64000804,Srivastava-Andra,New Seller,Free,Noida,lead_received,crm_system,26,"{'intent_score': 58, 'category': 'Chemicals', 'source': 'BizFeed'}"
E123948,2026-04-22 16:19:01,64000366,Khalsa-Sibal,Premium Stable Seller,Mini Dynamic Catalog (Monthly),Ahmedabad,catalog_updated,buyer_platform,79,{'products_updated': 2}
E123949,2026-05-13 16:40:28,64000745,Bhatti and Sons,Lazy Seller,Trustseal Pro,Gurugram,hot_lead_missed,buyer_platform,70,"{'intent_score': 98, 'penalty_score': 7}"
E123950,2026-05-01 21:57:27,64000306,Varma and Sons,Free Active Seller,Free,Ludhiana,lead_received,notification_engine,87,"{'intent_score': 68, 'category': 'Garments', 'source': 'Direct'}"
E123951,2026-05-06 10:05:27,64000353,Kothari-Loyal,Free Active Seller,Free,Ludhiana,quotation_sent,notification_engine,33,{'quotation_value': 207521}
E123952,2026-05-06 11:50:56,64000233,Kothari-Goda,New Seller,Mini Dynamic Catalog (Annual),Jaipur,lead_consumed,buyer_platform,17,{'platform': 'Desktop'}
E123953,2026-05-03 23:33:39,64000639,Vig-Ravel,New Seller,Mini Dynamic Catalog (Annual),Delhi,renewal_warning,seller_portal,93,"{'risk_score': 86, 'reason': 'Low Login Activity'}"
E123954,2026-05-04 19:02:51,64000083,Ray LLC,Free Active Seller,Free,Delhi,lead_received,buyer_platform,1,"{'intent_score': 63, 'category': 'Chemicals', 'source': 'BizFeed'}"
E123955,2026-04-28 3:41:01,64000783,Venkatesh-Tata,Lazy Seller,IM IL,Ludhiana,lead_received,buyer_platform,9,"{'intent_score': 84, 'category': 'Garments', 'source': 'BizFeed'}"
E123956,2026-04-27 22:57:33,64000557,Sabharwal-Kothari,Lazy Seller,IM Star Pro,Bengaluru,login,notification_engine,89,{'platform': 'App'}
E123957,2026-04-24 9:37:29,64000810,Dora-Ghosh,Lazy Seller,Trustseal Pro,Surat,hot_lead_missed,seller_portal,42,"{'intent_score': 93, 'penalty_score': 15}"
E123958,2026-05-12 21:24:37,64000829,"Khalsa, Wali and Dasgupta",Premium Stable Seller,IM Leader Pro,Surat,response_sent,buyer_platform,30,"{'response_time_mins': 54, 'platform': 'Mobile Site'}"
E123959,2026-04-29 12:38:15,64000933,Gaba Inc,Premium Stable Seller,Free,Bengaluru,catalog_updated,notification_engine,10,{'products_updated': 3}
E123960,2026-04-17 1:16:31,64000569,Yogi PLC,Lazy Seller,Mini Dynamic Catalog (Annual),Mumbai,login,seller_portal,69,{'platform': 'Mobile Site'}
E123961,2026-04-20 17:23:23,64000498,Chahal-Gola,Premium Stable Seller,Free,Bengaluru,response_sent,buyer_platform,85,"{'response_time_mins': 30, 'platform': 'Desktop'}"
E123962,2026-04-22 0:33:34,64000639,Vig-Ravel,New Seller,Mini Dynamic Catalog (Annual),Delhi,lead_received,buyer_platform,33,"{'intent_score': 76, 'category': 'Electronics', 'source': 'ASTBuy'}"
E123963,2026-04-18 7:26:30,64000988,"Sahota, Dewan and Bassi",Power Seller,Mini Dynamic Catalog (Annual),Mumbai,response_sent,buyer_platform,19,"{'response_time_mins': 57, 'platform': 'App'}"
E123964,2026-04-17 12:23:13,64000795,Sahni-Bath,Lazy Seller,IM Leader Pro,Ludhiana,response_sent,notification_engine,48,"{'response_time_mins': 19, 'platform': 'Desktop'}"
E123965,2026-04-22 17:35:54,64000597,Chadha-Dixit,Lazy Seller,IM Star Pro,Ahmedabad,lead_received,seller_portal,9,"{'intent_score': 60, 'category': 'Chemicals', 'source': 'ASTBuy'}"
E123966,2026-04-16 1:48:00,64000543,Johal Ltd,Premium Stable Seller,Trustseal Pro,Ludhiana,lead_received,crm_system,5,"{'intent_score': 56, 'category': 'Electronics', 'source': 'Direct'}"
E123967,2026-05-06 12:37:28,64000734,"Kota, Kothari and Yohannan",Free Active Seller,Free,Noida,lead_consumed,seller_portal,72,{'platform': 'Mobile Site'}
E123968,2026-04-27 11:35:36,64000712,"Sachdeva, Tara and Devan",Free Active Seller,Free,Surat,notification_opened,seller_portal,81,{'channel': 'Push'}
E123969,2026-05-01 19:04:54,64000411,Batta Group,New Seller,Mini Dynamic Catalog (Annual),Ludhiana,login,notification_engine,38,{'platform': 'Desktop'}
E123970,2026-04-16 17:17:34,64000318,Thakur-Bath,Premium Stable Seller,Mini Dynamic Catalog (Annual),Bengaluru,quotation_sent,seller_portal,33,{'quotation_value': 200517}
E123971,2026-05-11 20:22:17,64000434,De-Arora,New Seller,Maximiser Pro,Gurugram,login,notification_engine,48,{'platform': 'Mobile Site'}
E123972,2026-05-05 7:15:33,64000896,Chanda-Dyal,Power Seller,Free,Mumbai,login,notification_engine,31,{'platform': 'Mobile Site'}
E123973,2026-04-29 0:51:15,64000291,Kunda Inc,New Seller,Mini Dynamic Catalog (Monthly),Surat,login,notification_engine,29,{'platform': 'App'}
E123974,2026-05-10 20:41:56,64000924,"Tara, Issac and Chowdhury",Premium Stable Seller,Trustseal Pro,Surat,response_sent,buyer_platform,90,"{'response_time_mins': 21, 'platform': 'Mobile Site'}"
E123975,2026-05-07 14:13:02,64000232,"Ravel, Bora and Ramachandran",Power Seller,Maximiser Pro,Ludhiana,lead_received,seller_portal,30,"{'intent_score': 66, 'category': 'Machinery', 'source': 'ASTBuy'}"
E123976,2026-04-19 13:35:48,64000321,Hans-Rajagopal,Churning Seller,IM Star Pro,Mumbai,renewal_warning,notification_engine,67,"{'risk_score': 96, 'reason': 'Lead Ignored'}"
E123977,2026-04-26 5:36:39,64000720,"Singh, Ratta and Rau",Power Seller,Mini Dynamic Catalog (Monthly),Jaipur,sales_call,seller_portal,7,"{'call_duration_mins': 7, 'call_outcome': 'Neutral'}"
E123978,2026-04-21 12:18:08,64000556,Soman Group,Power Seller,IM IL,Ahmedabad,lead_received,notification_engine,11,"{'intent_score': 81, 'category': 'Industrial', 'source': 'BizFeed'}"
E123979,2026-04-22 19:43:31,64000434,De-Arora,New Seller,Maximiser Pro,Gurugram,lead_received,notification_engine,46,"{'intent_score': 82, 'category': 'Garments', 'source': 'BizFeed'}"
E123980,2026-05-11 2:33:10,64000651,Rattan Inc,Premium Stable Seller,Maximiser Pro,Noida,lead_received,notification_engine,11,"{'intent_score': 82, 'category': 'Machinery', 'source': 'BizFeed'}"
E123981,2026-05-09 1:56:54,64000325,Banerjee-Wali,New Seller,IM Star Pro,Noida,sales_call,seller_portal,24,"{'call_duration_mins': 25, 'call_outcome': 'Neutral'}"
E123982,2026-05-11 8:26:56,64000079,"Deol, Chakrabarti and Sarkar",Premium Stable Seller,Mini Dynamic Catalog (Monthly),Ludhiana,lead_consumed,seller_portal,25,{'platform': 'App'}
E123983,2026-05-08 22:18:31,64000622,"Virk, Dara and Seth",Power Seller,IM IL,Ludhiana,sales_call,buyer_platform,53,"{'call_duration_mins': 8, 'call_outcome': 'Neutral'}"
E123984,2026-05-01 21:50:31,64000465,"Swamy, Reddy and Saran",Premium Stable Seller,Mini Dynamic Catalog (Monthly),Ludhiana,lead_received,notification_engine,6,"{'intent_score': 83, 'category': 'Electronics', 'source': 'ASTBuy'}"
E123985,2026-04-19 13:44:17,64000572,"Ramesh, Yadav and Bajwa",Lazy Seller,Maximiser Pro,Chennai,lead_received,crm_system,81,"{'intent_score': 96, 'category': 'Electronics', 'source': 'Direct'}"
E123986,2026-04-26 9:52:33,64000400,Gill-Yadav,Premium Stable Seller,IM IL,Noida,lead_received,seller_portal,73,"{'intent_score': 69, 'category': 'Chemicals', 'source': 'ASTBuy'}"
E123987,2026-04-29 3:04:22,64000683,Bakshi and Sons,Premium Stable Seller,Trustseal Pro,Bengaluru,lead_received,notification_engine,85,"{'intent_score': 57, 'category': 'Chemicals', 'source': 'ASTBuy'}"
E123988,2026-05-12 14:53:14,64000852,Singh and Sons,Free Active Seller,Free,Jaipur,response_sent,notification_engine,43,"{'response_time_mins': 54, 'platform': 'Desktop'}"
E123989,2026-04-21 23:25:55,64000240,Raju-Mallick,Free Active Seller,Free,Ahmedabad,sales_call,buyer_platform,62,"{'call_duration_mins': 12, 'call_outcome': 'Positive'}"
E123990,2026-05-04 14:45:40,64000109,Bhatia-Virk,Lazy Seller,Free,Mumbai,notification_opened,crm_system,1,{'channel': 'Email'}
E123991,2026-04-26 16:28:05,64000737,"Chokshi, Gill and Bhardwaj",Premium Stable Seller,Mini Dynamic Catalog (Annual),Noida,response_sent,notification_engine,41,"{'response_time_mins': 25, 'platform': 'App'}"
E123992,2026-05-10 14:26:06,64000500,Wadhwa-Buch,New Seller,IM Star Pro,Mumbai,lead_received,notification_engine,82,"{'intent_score': 62, 'category': 'Electronics', 'source': 'Direct'}"
E123993,2026-04-21 12:02:43,64000102,Dasgupta Group,Premium Stable Seller,IM IL,Mumbai,response_sent,crm_system,36,"{'response_time_mins': 43, 'platform': 'Desktop'}"
E123994,2026-05-11 19:27:02,64000048,Madan and Sons,Premium Stable Seller,Trustseal Pro,Mumbai,lead_received,crm_system,16,"{'intent_score': 66, 'category': 'Industrial', 'source': 'Direct'}"
E123995,2026-05-09 2:28:33,64000577,Brahmbhatt-Dora,Lazy Seller,IM IL,Mumbai,notification_opened,seller_portal,16,{'channel': 'Email'}
E123996,2026-05-06 8:50:29,64000612,"Shere, Sankaran and Raju",Churning Seller,Trustseal Pro,Mumbai,support_ticket,buyer_platform,94,"{'ticket_type': 'Lead Quality', 'priority': 'Low'}"
E123997,2026-04-24 0:52:39,64000429,"Saraf, Butala and Jayaraman",Premium Stable Seller,IM IL,Bengaluru,sales_call,buyer_platform,10,"{'call_duration_mins': 20, 'call_outcome': 'No Response'}"
E123998,2026-04-25 4:59:06,64000751,"Barad, Borra and Ramaswamy",Lazy Seller,Free,Jaipur,hot_lead_missed,buyer_platform,2,"{'intent_score': 92, 'penalty_score': 6}"
E123999,2026-04-22 8:24:09,64000720,"Singh, Ratta and Rau",Power Seller,Mini Dynamic Catalog (Monthly),Jaipur,lead_consumed,buyer_platform,88,{'platform': 'App'}
E124000,2026-04-23 4:22:34,64000058,Gill-Badami,Churning Seller,Free,Surat,support_ticket,notification_engine,81,"{'ticket_type': 'Lead Quality', 'priority': 'High'}"
E124001,2026-04-16 21:53:02,64000895,Baria and Sons,Premium Stable Seller,Mini Dynamic Catalog (Annual),Surat,lead_consumed,crm_system,74,{'platform': 'App'}
E124002,2026-04-26 2:44:15,64000012,Magar-Basak,Premium Stable Seller,Mini Dynamic Catalog (Annual),Gurugram,lead_received,buyer_platform,24,"{'intent_score': 84, 'category': 'Industrial', 'source': 'ASTBuy'}"
E124003,2026-04-15 8:09:23,64000552,Trivedi and Sons,Power Seller,Mini Dynamic Catalog (Annual),Ludhiana,product_added,notification_engine,69,{'products_added': 4}
E124004,2026-05-06 10:04:03,64000673,Amble-Rajagopal,New Seller,Free,Ludhiana,catalog_updated,seller_portal,78,{'products_updated': 7}
E124005,2026-05-14 14:04:31,64000823,"Krishna, Datta and Contractor",Premium Stable Seller,IM Leader Pro,Mumbai,lead_received,crm_system,75,"{'intent_score': 77, 'category': 'Garments', 'source': 'Direct'}"
E124006,2026-04-30 1:11:55,64000613,Shankar Inc,New Seller,IM Leader Pro,Ludhiana,product_added,seller_portal,48,{'products_added': 3}
E124007,2026-05-05 21:23:22,64000703,Shukla-Chada,Churning Seller,Mini Dynamic Catalog (Annual),Mumbai,sales_call,notification_engine,11,"{'call_duration_mins': 10, 'call_outcome': 'Neutral'}"
E124008,2026-04-21 11:00:52,64000377,Chauhan PLC,Power Seller,IM Star Pro,Ahmedabad,lead_consumed,buyer_platform,22,{'platform': 'App'}
E124009,2026-04-22 14:15:44,64000421,"Vora, Bahl and Kata",Power Seller,IM Leader Pro,Gurugram,catalog_updated,buyer_platform,7,{'products_updated': 5}
E124010,2026-04-28 17:07:48,64000468,"Malhotra, Singhal and Chahal",Premium Stable Seller,Trustseal Pro,Noida,quotation_sent,seller_portal,3,{'quotation_value': 98577}
E124011,2026-05-11 5:26:19,64000948,Badami Inc,Power Seller,Mini Dynamic Catalog (Annual),Mumbai,quotation_sent,crm_system,97,{'quotation_value': 223077}
E124012,2026-05-10 2:00:23,64000846,Chander and Sons,Free Active Seller,Free,Chennai,support_ticket,buyer_platform,44,"{'ticket_type': 'Catalog', 'priority': 'High'}"
E124013,2026-05-12 3:16:34,64000748,"Mani, Khalsa and Chahal",Churning Seller,Mini Dynamic Catalog (Annual),Surat,lead_received,seller_portal,72,"{'intent_score': 62, 'category': 'Machinery', 'source': 'BizFeed'}"
E124014,2026-05-11 15:37:51,64000885,"Lala, Sangha and Varghese",Power Seller,IM Star Pro,Bengaluru,lead_received,buyer_platform,93,"{'intent_score': 64, 'category': 'Chemicals', 'source': 'BizFeed'}"
E124015,2026-05-09 9:48:30,64000011,Kothari Ltd,New Seller,Mini Dynamic Catalog (Monthly),Jaipur,lead_consumed,notification_engine,55,{'platform': 'Desktop'}
E124016,2026-05-05 11:11:40,64000455,"Lal, Rajan and Walia",New Seller,IM Leader Pro,Delhi,login,seller_portal,99,{'platform': 'App'}
E124017,2026-04-27 11:06:18,64000766,Bora-Konda,Churning Seller,Mini Dynamic Catalog (Annual),Ludhiana,sales_call,notification_engine,90,"{'call_duration_mins': 21, 'call_outcome': 'Positive'}"
E124018,2026-04-25 8:25:33,64000422,Saran Inc,Churning Seller,Free,Ludhiana,lead_received,notification_engine,1,"{'intent_score': 82, 'category': 'Garments', 'source': 'Direct'}"
E124019,2026-05-13 2:45:12,64000988,"Sahota, Dewan and Bassi",Power Seller,Mini Dynamic Catalog (Annual),Mumbai,product_added,crm_system,39,{'products_added': 5}
E124020,2026-05-02 2:36:23,64000205,Khanna PLC,Free Active Seller,Free,Gurugram,quotation_sent,crm_system,14,{'quotation_value': 196239}
E124021,2026-04-19 23:43:32,64000516,Hans-Chhabra,Premium Stable Seller,Mini Dynamic Catalog (Annual),Ludhiana,lead_received,notification_engine,56,"{'intent_score': 51, 'category': 'Machinery', 'source': 'BizFeed'}"
E124022,2026-04-24 22:20:39,64000248,Banik-Vasa,Free Active Seller,Free,Mumbai,support_ticket,seller_portal,34,"{'ticket_type': 'Lead Quality', 'priority': 'Medium'}"
E124023,2026-05-01 20:30:52,64000798,Sarraf Group,Premium Stable Seller,Free,Mumbai,response_sent,crm_system,71,"{'response_time_mins': 49, 'platform': 'Mobile Site'}"
E124024,2026-04-20 10:27:41,64000600,Bansal-Bhat,Premium Stable Seller,Mini Dynamic Catalog (Monthly),Ahmedabad,lead_received,buyer_platform,59,"{'intent_score': 81, 'category': 'Industrial', 'source': 'BizFeed'}"
E124025,2026-04-25 1:21:10,64000736,Gill LLC,Power Seller,Mini Dynamic Catalog (Annual),Noida,catalog_updated,buyer_platform,77,{'products_updated': 1}
E124026,2026-05-08 15:45:44,64000973,"Khare, Gola and Bhatnagar",Churning Seller,Free,Jaipur,lead_received,buyer_platform,6,"{'intent_score': 79, 'category': 'Electronics', 'source': 'BizFeed'}"
E124027,2026-04-28 2:23:02,64000769,"Dara, Brahmbhatt and Jani",Power Seller,IM IL,Mumbai,response_sent,seller_portal,94,"{'response_time_mins': 56, 'platform': 'Desktop'}"
E124028,2026-05-12 12:32:41,64000566,Sandhu-Comar,Lazy Seller,Mini Dynamic Catalog (Monthly),Ludhiana,catalog_updated,seller_portal,47,{'products_updated': 4}
E124029,2026-04-26 15:58:22,64000950,Savant Inc,Lazy Seller,IM Leader Pro,Mumbai,renewal_warning,seller_portal,3,"{'risk_score': 89, 'reason': 'Low Engagement'}"
E124030,2026-05-11 9:26:45,64000814,Lad-Kakar,Power Seller,IM Leader Pro,Surat,catalog_updated,seller_portal,14,{'products_updated': 12}
E124031,2026-05-07 12:20:19,64000053,"Trivedi, Dutta and Swamy",Lazy Seller,IM Star Pro,Chennai,hot_lead_missed,crm_system,6,"{'intent_score': 92, 'penalty_score': 17}"
E124032,2026-05-07 10:32:26,64000437,"Ramanathan, Hari and Barman",Churning Seller,IM Leader Pro,Surat,sales_call,buyer_platform,76,"{'call_duration_mins': 10, 'call_outcome': 'Neutral'}"
E124033,2026-05-12 2:52:24,64000394,Rajagopalan-Dubey,Free Active Seller,Free,Noida,lead_received,crm_system,77,"{'intent_score': 53, 'category': 'Garments', 'source': 'ASTBuy'}"
E124034,2026-05-14 15:35:28,64000142,Halder-Agate,New Seller,Maximiser Pro,Gurugram,login,seller_portal,28,{'platform': 'Desktop'}
E124035,2026-04-27 17:32:05,64000217,Bora LLC,Premium Stable Seller,IM Star Pro,Bengaluru,notification_opened,seller_portal,19,{'channel': 'WhatsApp'}
E124036,2026-04-28 16:59:56,64000530,Dalal-Goel,New Seller,Free,Mumbai,response_sent,crm_system,95,"{'response_time_mins': 48, 'platform': 'Mobile Site'}"
E124037,2026-05-07 3:33:37,64000736,Gill LLC,Power Seller,Mini Dynamic Catalog (Annual),Noida,lead_received,buyer_platform,62,"{'intent_score': 60, 'category': 'Industrial', 'source': 'ASTBuy'}"
E124038,2026-05-08 16:59:16,64000055,"Sathe, Goda and Kade",Premium Stable Seller,Free,Delhi,sales_call,buyer_platform,6,"{'call_duration_mins': 9, 'call_outcome': 'Neutral'}"
E124039,2026-04-24 6:34:51,64000585,Sinha Ltd,Premium Stable Seller,IM IL,Chennai,quotation_sent,crm_system,38,{'quotation_value': 238953}
E124040,2026-04-27 4:30:57,64000870,Lal-Vala,Lazy Seller,IM Star Pro,Ludhiana,lead_consumed,notification_engine,64,{'platform': 'Desktop'}
E124041,2026-05-01 10:24:54,64000921,Saxena-Vora,Premium Stable Seller,Mini Dynamic Catalog (Monthly),Delhi,catalog_updated,crm_system,37,{'products_updated': 12}
E124042,2026-05-08 15:26:56,64000026,"D’Alia, Gopal and Loke",New Seller,IM IL,Chennai,catalog_updated,notification_engine,74,{'products_updated': 1}
E124043,2026-04-29 17:26:49,64000687,Kale Group,Churning Seller,Maximiser Pro,Ludhiana,support_ticket,crm_system,77,"{'ticket_type': 'Catalog', 'priority': 'High'}"
E124044,2026-04-17 21:31:49,64000639,Vig-Ravel,New Seller,Mini Dynamic Catalog (Annual),Delhi,lead_consumed,crm_system,40,{'platform': 'Desktop'}
E124045,2026-05-13 18:22:42,64000718,Banik Inc,Power Seller,Free,Noida,response_sent,seller_portal,51,"{'response_time_mins': 24, 'platform': 'Desktop'}"
E124046,2026-04-16 12:55:09,64000773,Koshy Ltd,Premium Stable Seller,Maximiser Pro,Surat,login,buyer_platform,48,{'platform': 'Desktop'}
E124047,2026-05-03 9:45:52,64000251,Rajagopal PLC,Premium Stable Seller,IM Star Pro,Surat,response_sent,crm_system,53,"{'response_time_mins': 56, 'platform': 'App'}"
E124048,2026-04-24 1:04:49,64000678,Thakkar and Sons,Churning Seller,Free,Chennai,login,notification_engine,63,{'platform': 'Desktop'}
E124049,2026-05-04 21:53:05,64000464,"Agate, Bhattacharyya and Kannan",Free Active Seller,Free,Gurugram,login,crm_system,86,{'platform': 'Mobile Site'}
E124050,2026-05-02 22:52:24,64000175,Vora-Wason,Free Active Seller,Free,Surat,lead_consumed,notification_engine,92,{'platform': 'Mobile Site'}
E124051,2026-04-22 1:20:36,64000069,Roy PLC,Premium Stable Seller,Mini Dynamic Catalog (Monthly),Mumbai,lead_consumed,crm_system,85,{'platform': 'App'}
E124052,2026-05-10 17:57:06,64000611,Chaudhuri and Sons,Power Seller,IM Leader Pro,Noida,lead_received,notification_engine,41,"{'intent_score': 98, 'category': 'Chemicals', 'source': 'Direct'}"
E124053,2026-05-10 11:50:39,64000258,"Bhatt, Chawla and Chauhan",Lazy Seller,Free,Surat,lead_received,buyer_platform,100,"{'intent_score': 48, 'category': 'Machinery', 'source': 'ASTBuy'}"
E124054,2026-04-30 8:26:24,64000246,Bhatia and Sons,Premium Stable Seller,IM Star Pro,Ludhiana,lead_received,seller_portal,17,"{'intent_score': 92, 'category': 'Garments', 'source': 'Direct'}"
E124055,2026-04-21 12:08:11,64000008,Mander Group,Premium Stable Seller,Trustseal Pro,Noida,lead_received,buyer_platform,46,"{'intent_score': 70, 'category': 'Garments', 'source': 'BizFeed'}"
E124056,2026-05-13 20:24:49,64000876,"Mannan, Jha and Majumdar",Premium Stable Seller,Mini Dynamic Catalog (Annual),Bengaluru,response_sent,crm_system,5,"{'response_time_mins': 18, 'platform': 'Mobile Site'}"
E124057,2026-04-21 16:14:44,64000396,Ben PLC,New Seller,Trustseal Pro,Noida,quotation_sent,crm_system,54,{'quotation_value': 131441}
E124058,2026-05-11 12:13:50,64000182,"Goda, Kara and Saha",Lazy Seller,Free,Noida,renewal_warning,crm_system,32,"{'risk_score': 92, 'reason': 'Low Login Activity'}"
E124059,2026-04-17 17:55:58,64000150,Garg Inc,New Seller,IM IL,Surat,catalog_updated,crm_system,3,{'products_updated': 1}
E124060,2026-04-22 4:50:12,64000080,"Kadakia, Srinivasan and Sarraf",Premium Stable Seller,Maximiser Pro,Ludhiana,lead_consumed,seller_portal,52,{'platform': 'App'}
E124061,2026-05-14 5:28:22,64000490,"Goda, Magar and Ben",New Seller,Mini Dynamic Catalog (Annual),Surat,lead_received,notification_engine,63,"{'intent_score': 60, 'category': 'Industrial', 'source': 'Direct'}"
E124062,2026-05-08 23:57:14,64000616,Baral and Sons,Premium Stable Seller,Mini Dynamic Catalog (Monthly),Jaipur,notification_opened,crm_system,60,{'channel': 'Email'}
E124063,2026-04-25 11:45:44,64000746,Sarraf-Butala,Power Seller,Trustseal Pro,Surat,lead_consumed,seller_portal,9,{'platform': 'App'}
E124064,2026-04-21 8:49:47,64000678,Thakkar and Sons,Churning Seller,Free,Chennai,sales_call,seller_portal,20,"{'call_duration_mins': 24, 'call_outcome': 'No Response'}"
E124065,2026-05-04 17:55:46,64000717,"Ramakrishnan, Tata and Kohli",New Seller,Trustseal Pro,Mumbai,response_sent,crm_system,60,"{'response_time_mins': 7, 'platform': 'Desktop'}"
E124066,2026-05-13 20:43:35,64000498,Chahal-Gola,Premium Stable Seller,Free,Bengaluru,quotation_sent,notification_engine,36,{'quotation_value': 190597}
E124067,2026-04-16 3:16:04,64000076,"Virk, Andra and Mani",Free Active Seller,Free,Noida,login,buyer_platform,29,{'platform': 'App'}
E124068,2026-05-06 16:54:04,64000651,Rattan Inc,Premium Stable Seller,Maximiser Pro,Noida,lead_consumed,crm_system,2,{'platform': 'Mobile Site'}
E124069,2026-05-11 22:30:05,64000390,"Basu, Sidhu and Rau",Free Active Seller,Free,Ahmedabad,notification_opened,crm_system,37,{'channel': 'WhatsApp'}
E124070,2026-05-12 11:56:50,64000260,"Kade, Barad and Deo",Free Active Seller,Free,Ahmedabad,catalog_updated,seller_portal,24,{'products_updated': 12}
E124071,2026-04-18 22:38:17,64000040,Mander-Chaudhry,Power Seller,Mini Dynamic Catalog (Monthly),Gurugram,lead_consumed,buyer_platform,48,{'platform': 'Desktop'}
E124072,2026-05-10 20:41:57,64000897,"Shankar, Aggarwal and Kant",Free Active Seller,Free,Noida,notification_opened,crm_system,60,{'channel': 'WhatsApp'}
E124073,2026-04-22 1:15:22,64000669,"Sachdev, Chander and Bandi",Free Active Seller,Free,Gurugram,sales_call,seller_portal,69,"{'call_duration_mins': 6, 'call_outcome': 'Neutral'}"
E124074,2026-04-20 6:37:19,64000336,Kakar Inc,Churning Seller,IM Star Pro,Noida,response_sent,notification_engine,90,"{'response_time_mins': 45, 'platform': 'Mobile Site'}"
E124075,2026-05-02 22:30:35,64000610,Kapoor Group,Premium Stable Seller,IM IL,Ahmedabad,login,notification_engine,15,{'platform': 'Mobile Site'}
E124076,2026-04-27 10:23:28,64000851,Sinha and Sons,Lazy Seller,Mini Dynamic Catalog (Annual),Surat,renewal_warning,notification_engine,75,"{'risk_score': 73, 'reason': 'Low Login Activity'}"
E124077,2026-04-30 1:51:28,64000786,"Gala, Kothari and Dave",New Seller,Maximiser Pro,Delhi,notification_opened,crm_system,30,{'channel': 'Push'}
E124078,2026-04-21 0:56:36,64000665,"Sridhar, Bhatnagar and Dada",Churning Seller,IM IL,Surat,renewal_warning,buyer_platform,19,"{'risk_score': 76, 'reason': 'Low Engagement'}"
E124079,2026-04-20 7:13:22,64000102,Dasgupta Group,Premium Stable Seller,IM IL,Mumbai,login,crm_system,15,{'platform': 'App'}
E124080,2026-05-13 0:48:16,64000559,"Sandal, Kapoor and Toor",Churning Seller,Mini Dynamic Catalog (Monthly),Mumbai,lead_received,seller_portal,20,"{'intent_score': 53, 'category': 'Electronics', 'source': 'ASTBuy'}"
E124081,2026-05-12 20:19:47,64000338,"Bera, Ahluwalia and Kuruvilla",Lazy Seller,IM Star Pro,Surat,renewal_warning,seller_portal,43,"{'risk_score': 80, 'reason': 'Lead Ignored'}"
E124082,2026-04-19 3:06:56,64000647,Chauhan PLC,Free Active Seller,Free,Bengaluru,response_sent,crm_system,23,"{'response_time_mins': 42, 'platform': 'App'}"
E124083,2026-05-14 12:43:55,64000784,Swaminathan-Sankaran,New Seller,Maximiser Pro,Noida,response_sent,crm_system,65,"{'response_time_mins': 54, 'platform': 'Mobile Site'}"
E124084,2026-05-05 16:53:40,64000228,Lala PLC,Free Active Seller,Free,Chennai,lead_consumed,crm_system,48,{'platform': 'App'}
E124085,2026-05-08 14:53:10,64000218,"Bhalla, Shroff and Ratta",New Seller,Maximiser Pro,Bengaluru,response_sent,buyer_platform,50,"{'response_time_mins': 8, 'platform': 'Desktop'}"
E124086,2026-04-19 3:18:09,64000452,Bhatia Group,Premium Stable Seller,Mini Dynamic Catalog (Annual),Gurugram,login,crm_system,48,{'platform': 'Desktop'}
E124087,2026-05-03 4:59:09,64000218,"Bhalla, Shroff and Ratta",New Seller,Maximiser Pro,Bengaluru,lead_consumed,seller_portal,50,{'platform': 'Desktop'}
