seller_id,company_name,city,state,business_type,years_active,service_name,weekly_bl_allocation,revenue_band,persona_type,catalog_quality_score,total_products,active_categories,avg_weekly_leads,avg_weekly_lead_consumption,avg_response_rate,avg_response_time_mins,preferred_platform,seller_rating,engagement_score,seller_health_score,churn_risk,upsell_probability,last_active_days_ago,notification_open_rate,support_ticket_count,preferred_market,primary_category,secondary_categories
64000223,Lanka-Soman,Bengaluru,Karnataka,Partnership,10,IM Star Pro,30,10L-40L,Churning Seller,63,28,51,20,17,54,82,Mobile Site,4.2,45,33,High,15,5,45,1,National,Leather,Card Holder|Laptop Sleeve|Wallet
64000224,Shetty LLC,Bengaluru,Karnataka,Partnership,5,IM Star Pro,30,40L-1.5Cr,New Seller,74,215,52,8,7,47,28,Desktop,4.47,64,74,Medium,49,10,35,4,Export,Chemicals,Paint Chemical|Cleaning Chemical|Industrial Solvents
64000225,"Raj, Taneja and Jaggi",Mumbai,Maharashtra,Private Limited,11,IM Leader Pro,40,10L-40L,New Seller,55,22,75,81,25,62,45,App,3.56,44,48,Medium,36,22,23,3,National,Chemicals,Industrial Solvents|Paint Chemical|Cleaning Chemical
64000226,Sagar-Sarna,Bengaluru,Karnataka,Proprietorship,3,Maximiser Pro,21,10L-40L,Churning Seller,69,456,8,64,20,46,49,App,4.34,27,25,High,23,22,17,1,Regional,Machinery,Mixer Machine|Packaging Machine|Juice Machine
64000227,"Keer, Khalsa and Khare",Chennai,Tamil Nadu,LLP,6,Free,0,5Cr-20Cr,Free Active Seller,74,337,10,11,5,86,15,App,4.25,77,71,Medium,84,20,20,2,Export,Agriculture,Drip Irrigation|Fertilizers|Seeds
64000228,Lala PLC,Chennai,Tamil Nadu,Private Limited,13,Free,0,40L-1.5Cr,Free Active Seller,83,384,57,13,13,70,5,Mobile Site,4.45,80,75,Medium,82,16,31,7,National,Agriculture,Seeds|Drip Irrigation|Fertilizers
64000229,Kari LLC,Surat,Gujarat,Private Limited,8,Mini Dynamic Catalog (Annual),10,10L-40L,Premium Stable Seller,83,476,70,17,4,98,12,Desktop,4.64,77,86,Low,19,0,41,0,Export,Electronics,Wireless CCTV|CCTV Camera|Fiber Optic Cable
64000230,Kadakia-Shetty,Chennai,Tamil Nadu,LLP,13,Maximiser Pro,21,1.5Cr-5Cr,Premium Stable Seller,79,354,21,51,12,95,7,Desktop,3.99,92,95,Low,30,1,33,1,National,Agriculture,Seeds|Pesticides|Drip Irrigation
64000231,"Chad, Wali and Bava",Surat,Gujarat,Partnership,11,Trustseal Pro,14,5Cr-20Cr,Churning Seller,74,309,74,47,13,62,42,App,3.27,48,25,High,10,9,32,3,Regional,Packaging,Labels|Corrugated Box|Shipping Box
64000232,"Ravel, Bora and Ramachandran",Ludhiana,Punjab,Private Limited,4,Maximiser Pro,21,1.5Cr-5Cr,Power Seller,93,352,43,18,16,97,9,Mobile Site,4.13,94,83,Low,11,2,12,6,Export,Furniture,Sofa|Modular Desk|Wooden Table
64000233,Kothari-Goda,Jaipur,Rajasthan,Private Limited,10,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,New Seller,71,227,47,57,5,53,34,Mobile Site,3.21,69,52,Medium,51,20,9,7,Regional,Electronics,Fiber Optic Cable|Wireless CCTV|HDMI Cable
64000234,"Deo, Kibe and Khanna",Ahmedabad,Gujarat,Partnership,9,IM Star Pro,30,1.5Cr-5Cr,New Seller,61,387,17,34,13,49,21,Mobile Site,3.39,45,56,Medium,54,30,44,7,National,Agriculture,Seeds|Pesticides|Drip Irrigation
64000235,"Chand, Sunder and Roy",Ahmedabad,Gujarat,Proprietorship,11,Mini Dynamic Catalog (Monthly),7,40L-1.5Cr,Lazy Seller,55,88,67,7,2,22,56,App,4.77,28,33,High,10,6,34,6,Export,Machinery,Lathe Machine|Packaging Machine|Mixer Machine
64000236,Bal-Khosla,Chennai,Tamil Nadu,Partnership,15,IM Star Pro,30,40L-1.5Cr,New Seller,57,266,23,33,26,51,38,Mobile Site,4.59,59,60,Medium,62,18,12,8,National,Packaging,Corrugated Box|Plastic Pouch|Shipping Box
64000237,Din LLC,Mumbai,Maharashtra,Private Limited,15,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,Lazy Seller,54,123,68,60,8,44,89,Desktop,4.23,14,18,High,5,26,12,7,Export,Agriculture,Fertilizers|Pesticides|Drip Irrigation
64000238,Sha-Jha,Chennai,Tamil Nadu,Partnership,15,Mini Dynamic Catalog (Annual),10,10L-40L,Premium Stable Seller,80,479,57,38,6,93,13,Mobile Site,4.1,79,95,Low,15,2,15,7,National,Garments,T-Shirts|Corporate Wear|Hoodies
64000239,Luthra Group,Surat,Gujarat,Partnership,7,IM Star Pro,30,10L-40L,Churning Seller,65,229,34,29,0,44,35,Mobile Site,4.09,38,39,High,22,27,34,0,National,Furniture,Sofa|Wooden Table|Modular Desk
64000240,Raju-Mallick,Ahmedabad,Gujarat,Private Limited,7,Free,0,1.5Cr-5Cr,Free Active Seller,73,153,70,18,11,69,11,Mobile Site,3.88,90,86,Medium,83,24,14,6,Export,Leather,Wallet|Card Holder|Organizer Bag
64000241,Bail-Sarna,Bengaluru,Karnataka,LLP,3,Free,0,40L-1.5Cr,Free Active Seller,87,196,52,9,1,82,12,App,4.53,78,77,Medium,93,28,11,1,Regional,Leather,Wallet|Laptop Sleeve|Passport Holder
64000242,"Wali, Sandhu and Bhat",Bengaluru,Karnataka,LLP,13,Free,0,10L-40L,Free Active Seller,87,102,51,25,0,84,16,Desktop,4,91,90,Medium,76,30,39,6,Regional,Packaging,Labels|Shipping Box|Corrugated Box
64000243,Sane-Vala,Gurugram,Haryana,Private Limited,4,Free,0,10L-40L,Free Active Seller,72,355,68,14,11,84,5,Desktop,4.29,82,80,Medium,94,24,29,0,Regional,Machinery,Mixer Machine|Lathe Machine|Juice Machine
64000244,Kant-Sangha,Bengaluru,Karnataka,Private Limited,4,Maximiser Pro,21,5Cr-20Cr,Power Seller,87,64,37,56,11,86,7,Mobile Site,3.54,87,82,Low,15,3,1,1,Regional,Agriculture,Pesticides|Drip Irrigation|Seeds
64000245,"Badami, Dave and Chander",Bengaluru,Karnataka,Private Limited,12,IM Leader Pro,40,40L-1.5Cr,Premium Stable Seller,89,496,53,78,0,86,6,App,4.06,94,84,Low,29,2,36,1,Export,Agriculture,Pesticides|Drip Irrigation|Seeds
64000246,Bhatia and Sons,Ludhiana,Punjab,Private Limited,2,IM Star Pro,30,10L-40L,Premium Stable Seller,86,144,45,63,21,92,9,App,3.4,93,93,Low,39,3,5,6,Export,Electronics,Wireless CCTV|Fiber Optic Cable|Adapters
64000247,"Das, Sahni and Sidhu",Ahmedabad,Gujarat,Proprietorship,13,Free,0,5Cr-20Cr,Free Active Seller,83,446,35,12,4,76,13,Mobile Site,4.47,87,68,Medium,97,7,22,1,Export,Furniture,Modular Desk|Sofa|Wooden Table
64000248,Banik-Vasa,Mumbai,Maharashtra,LLP,6,Free,0,1.5Cr-5Cr,Free Active Seller,76,275,27,12,11,83,9,Desktop,3.59,75,89,Medium,81,12,16,5,Regional,Agriculture,Pesticides|Seeds|Fertilizers
64000249,Gulati-Wable,Gurugram,Haryana,Partnership,15,Free,0,1.5Cr-5Cr,Power Seller,82,479,75,13,7,86,9,App,3.58,91,92,Low,25,1,37,2,Regional,Agriculture,Seeds|Drip Irrigation|Fertilizers
64000250,"Chana, Aggarwal and Ray",Bengaluru,Karnataka,LLP,8,Mini Dynamic Catalog (Monthly),7,10L-40L,Premium Stable Seller,94,377,68,34,5,89,9,Mobile Site,3.56,80,92,Low,18,0,38,1,National,Chemicals,Paint Chemical|Cleaning Chemical|Industrial Solvents
64000251,Rajagopal PLC,Surat,Gujarat,Private Limited,3,IM Star Pro,30,1.5Cr-5Cr,Premium Stable Seller,85,114,65,59,6,86,10,App,4.65,94,88,Low,26,3,18,7,Regional,Garments,Kids Wear|Corporate Wear|T-Shirts
64000252,"Kumar, Hayer and Mangal",Chennai,Tamil Nadu,Proprietorship,10,Maximiser Pro,21,40L-1.5Cr,New Seller,58,241,50,30,4,68,27,App,4.57,65,52,Medium,52,30,12,6,National,Garments,Hoodies|Kids Wear|Uniforms
64000253,Bains-Rama,Mumbai,Maharashtra,Private Limited,13,IM Star Pro,30,5Cr-20Cr,Lazy Seller,56,373,22,12,3,55,112,Mobile Site,3.36,11,27,High,8,13,22,4,National,Machinery,Lathe Machine|Packaging Machine|Mixer Machine
64000254,Sandal LLC,Surat,Gujarat,Private Limited,6,IM IL,70,5Cr-20Cr,Power Seller,85,165,47,46,43,96,12,Desktop,3.85,86,87,Low,34,3,19,7,Export,Furniture,Wooden Table|Sofa|Office Chair
64000255,Dayal-Kala,Mumbai,Maharashtra,Proprietorship,11,Free,0,1.5Cr-5Cr,Free Active Seller,83,60,22,15,7,85,14,Mobile Site,3.7,88,80,Medium,77,15,18,6,National,Garments,Corporate Wear|Kids Wear|T-Shirts
64000256,Golla-Goda,Noida,Uttar Pradesh,Private Limited,12,Free,0,5Cr-20Cr,Premium Stable Seller,91,140,34,7,3,83,5,Desktop,3.36,75,82,Low,38,1,31,8,Regional,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000257,Dube Inc,Delhi,Delhi,LLP,9,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,Power Seller,90,146,38,33,10,89,3,Mobile Site,4.63,92,91,Low,17,1,2,0,Export,Furniture,Sofa|Modular Desk|Wooden Table
64000258,"Bhatt, Chawla and Chauhan",Surat,Gujarat,Private Limited,14,Free,0,1.5Cr-5Cr,Lazy Seller,57,322,78,19,13,55,96,App,4.02,14,45,High,10,21,15,1,National,Leather,Wallet|Laptop Sleeve|Organizer Bag
64000259,Guha-Dani,Ludhiana,Punjab,Private Limited,7,Free,0,5Cr-20Cr,Free Active Seller,74,196,38,20,0,74,5,App,3.71,70,84,Medium,79,27,28,4,Export,Chemicals,Paint Chemical|Cleaning Chemical|Industrial Solvents
64000260,"Kade, Barad and Deo",Ahmedabad,Gujarat,Partnership,9,Free,0,10L-40L,Free Active Seller,76,103,51,17,7,78,13,App,4.26,83,80,Medium,82,13,34,4,National,Furniture,Modular Desk|Wooden Table|Sofa
64000261,"Buch, Handa and Vyas",Bengaluru,Karnataka,Private Limited,7,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,Churning Seller,55,336,59,22,9,38,62,App,3.23,27,40,High,19,20,4,8,Regional,Electronics,Wireless CCTV|CCTV Camera|Adapters
64000262,"Bhalla, Rattan and Bumb",Mumbai,Maharashtra,Partnership,5,Free,0,5Cr-20Cr,Free Active Seller,74,97,3,20,6,87,12,App,4.54,70,75,Medium,77,15,32,5,National,Machinery,Mixer Machine|Lathe Machine|Juice Machine
64000263,"Ganesan, Manda and Chander",Delhi,Delhi,Private Limited,2,Mini Dynamic Catalog (Monthly),7,10L-40L,Churning Seller,58,118,34,57,6,55,34,Mobile Site,3.62,54,35,High,10,5,29,3,Export,Electronics,Wireless CCTV|CCTV Camera|HDMI Cable
64000264,Bora LLC,Delhi,Delhi,Proprietorship,8,Mini Dynamic Catalog (Annual),10,10L-40L,New Seller,71,179,43,15,10,66,23,Mobile Site,4.79,55,57,Medium,56,28,34,1,National,Electronics,Wireless CCTV|Fiber Optic Cable|Adapters
64000265,Bakshi-Dass,Noida,Uttar Pradesh,Private Limited,4,Free,0,1.5Cr-5Cr,Free Active Seller,71,344,57,15,0,92,15,Mobile Site,3.4,76,71,Medium,82,10,16,0,Regional,Furniture,Modular Desk|Sofa|Wooden Table
64000266,Dasgupta-Sur,Chennai,Tamil Nadu,LLP,12,Trustseal Pro,14,10L-40L,Premium Stable Seller,89,371,45,64,12,80,6,App,4.3,80,93,Low,17,0,45,8,Regional,Electronics,HDMI Cable|Wireless CCTV|CCTV Camera
64000267,"Bawa, D’Alia and Khurana",Mumbai,Maharashtra,LLP,4,Free,0,40L-1.5Cr,Free Active Seller,87,118,4,17,11,90,15,App,4.73,81,82,Medium,98,28,32,7,Export,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000268,Handa-Saha,Ludhiana,Punjab,LLP,4,Trustseal Pro,14,5Cr-20Cr,Premium Stable Seller,89,488,72,15,1,88,14,App,4.59,89,86,Low,34,1,35,5,National,Agriculture,Pesticides|Drip Irrigation|Fertilizers
64000269,Kannan Ltd,Delhi,Delhi,LLP,12,Mini Dynamic Catalog (Monthly),7,5Cr-20Cr,Churning Seller,69,357,70,57,6,53,55,Mobile Site,3.46,40,43,High,7,11,19,5,National,Electronics,HDMI Cable|CCTV Camera|Wireless CCTV
64000270,Chandra-Keer,Surat,Gujarat,Partnership,2,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,Premium Stable Seller,79,268,26,11,0,82,5,Mobile Site,4.26,76,84,Low,18,3,38,4,Regional,Furniture,Modular Desk|Office Chair|Sofa
64000271,Thakur-Dar,Surat,Gujarat,Proprietorship,10,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,New Seller,55,475,12,34,10,74,23,Mobile Site,4.46,60,60,Medium,64,6,27,5,Export,Machinery,Juice Machine|Mixer Machine|Lathe Machine
64000272,Dugal Ltd,Delhi,Delhi,Private Limited,9,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,Power Seller,91,391,31,39,6,87,5,Mobile Site,4.32,96,85,Low,13,1,37,2,Export,Chemicals,Paint Chemical|Cleaning Chemical|Industrial Solvents
64000273,Mani Inc,Bengaluru,Karnataka,LLP,12,IM Leader Pro,40,1.5Cr-5Cr,Power Seller,96,225,66,48,10,98,3,App,4.14,85,87,Low,27,3,21,5,National,Packaging,Corrugated Box|Labels|Plastic Pouch
64000274,Sami-Rao,Jaipur,Rajasthan,Private Limited,10,Maximiser Pro,21,1.5Cr-5Cr,Churning Seller,62,249,52,5,5,65,57,Mobile Site,3.23,43,50,High,19,6,9,4,Regional,Furniture,Office Chair|Sofa|Wooden Table
64000275,"Sekhon, Wable and Kaur",Ludhiana,Punjab,Proprietorship,4,Free,0,10L-40L,Free Active Seller,70,281,73,23,4,89,18,App,3.8,92,76,Medium,92,8,9,4,National,Machinery,Mixer Machine|Juice Machine|Packaging Machine
64000276,Tailor-Grover,Chennai,Tamil Nadu,Proprietorship,4,Free,0,5Cr-20Cr,Free Active Seller,79,395,11,15,15,67,14,Mobile Site,4.39,82,86,Medium,81,10,7,4,Regional,Chemicals,Industrial Solvents|Cleaning Chemical|Paint Chemical
64000277,"Chana, Lala and Sama",Chennai,Tamil Nadu,LLP,2,IM Leader Pro,40,10L-40L,Power Seller,93,354,79,6,5,98,8,App,4.09,83,89,Low,33,3,21,8,Export,Garments,Kids Wear|Corporate Wear|T-Shirts
64000278,Bora-Ramakrishnan,Mumbai,Maharashtra,Private Limited,9,Maximiser Pro,21,1.5Cr-5Cr,New Seller,59,314,66,16,7,46,35,App,3.45,54,69,Medium,54,18,22,1,National,Electronics,Wireless CCTV|CCTV Camera|Fiber Optic Cable
64000279,Acharya-Bhagat,Chennai,Tamil Nadu,Partnership,9,IM Star Pro,30,5Cr-20Cr,Lazy Seller,45,410,19,66,17,45,104,App,4.31,23,39,High,9,11,13,8,Export,Machinery,Packaging Machine|Mixer Machine|Juice Machine
64000280,Tata Ltd,Bengaluru,Karnataka,Proprietorship,4,IM Star Pro,30,40L-1.5Cr,Power Seller,95,363,54,59,11,95,12,App,3.79,98,84,Low,13,2,42,0,National,Machinery,Juice Machine|Lathe Machine|Packaging Machine
64000281,"Taneja, Saraf and Raval",Mumbai,Maharashtra,Private Limited,10,Trustseal Pro,14,40L-1.5Cr,Lazy Seller,68,99,12,12,11,22,69,Mobile Site,4.78,16,36,High,16,6,19,0,National,Electronics,Adapters|HDMI Cable|Fiber Optic Cable
64000282,"Chaudry, Chandra and Balan",Gurugram,Haryana,Private Limited,8,Mini Dynamic Catalog (Monthly),7,10L-40L,Lazy Seller,61,300,63,44,2,33,108,App,4.19,16,21,High,13,27,43,8,Regional,Machinery,Juice Machine|Mixer Machine|Packaging Machine
64000283,Suresh-Sunder,Ludhiana,Punjab,Proprietorship,1,Free,0,1.5Cr-5Cr,Free Active Seller,76,258,3,7,6,90,16,Mobile Site,4.65,89,76,Medium,76,26,43,5,Regional,Garments,Corporate Wear|Uniforms|T-Shirts
64000284,"Kari, Bains and Sen",Delhi,Delhi,Private Limited,14,IM IL,70,40L-1.5Cr,New Seller,62,181,64,115,68,57,42,Desktop,4.05,62,48,Medium,63,7,30,8,Export,Furniture,Wooden Table|Office Chair|Sofa
64000285,Das Group,Delhi,Delhi,Partnership,4,IM Star Pro,30,40L-1.5Cr,Premium Stable Seller,88,370,47,50,20,93,9,Mobile Site,3.67,80,78,Low,26,2,4,4,National,Leather,Passport Holder|Organizer Bag|Laptop Sleeve
64000286,Borah and Sons,Delhi,Delhi,Private Limited,4,IM Leader Pro,40,40L-1.5Cr,Churning Seller,78,286,80,85,14,55,42,Mobile Site,3.46,25,43,High,17,18,20,5,National,Chemicals,Industrial Solvents|Paint Chemical|Cleaning Chemical
64000287,Saha Ltd,Bengaluru,Karnataka,Proprietorship,4,Trustseal Pro,14,40L-1.5Cr,New Seller,73,372,69,63,2,62,22,Mobile Site,4.79,67,49,Medium,44,18,11,5,Regional,Garments,Uniforms|Kids Wear|Corporate Wear
64000288,Kuruvilla-Bains,Bengaluru,Karnataka,Partnership,3,Free,0,40L-1.5Cr,Free Active Seller,74,175,58,25,8,88,5,Desktop,3.42,80,81,Medium,88,9,2,4,Export,Electronics,CCTV Camera|Wireless CCTV|HDMI Cable
64000289,Balay-Vohra,Chennai,Tamil Nadu,Proprietorship,10,Maximiser Pro,21,40L-1.5Cr,Churning Seller,71,88,66,65,20,31,70,App,4.04,25,42,High,20,16,9,2,Regional,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000290,Banerjee-Brahmbhatt,Ahmedabad,Gujarat,Partnership,7,IM Star Pro,30,5Cr-20Cr,Power Seller,95,110,58,67,22,92,12,Desktop,3.93,86,88,Low,12,2,3,6,Export,Machinery,Packaging Machine|Lathe Machine|Juice Machine
64000291,Kunda Inc,Surat,Gujarat,LLP,10,Mini Dynamic Catalog (Monthly),7,10L-40L,New Seller,71,41,33,38,6,48,38,Mobile Site,3.86,54,71,Medium,63,28,41,0,Regional,Agriculture,Seeds|Drip Irrigation|Fertilizers
64000292,D’Alia LLC,Ludhiana,Punjab,LLP,7,Free,0,5Cr-20Cr,Free Active Seller,79,490,8,21,4,79,7,Desktop,4.43,83,77,Medium,94,19,8,2,Export,Packaging,Shipping Box|Plastic Pouch|Corrugated Box
64000293,Andra and Sons,Bengaluru,Karnataka,Proprietorship,7,IM Leader Pro,40,40L-1.5Cr,Lazy Seller,68,471,60,16,8,21,62,Mobile Site,4.45,24,33,High,11,15,6,1,Export,Agriculture,Drip Irrigation|Seeds|Pesticides
64000294,Konda and Sons,Noida,Uttar Pradesh,Private Limited,2,IM IL,70,40L-1.5Cr,Premium Stable Seller,94,42,23,47,36,97,5,Desktop,3.5,87,95,Low,27,1,4,6,National,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000295,Deol-Swaminathan,Ludhiana,Punjab,LLP,5,Trustseal Pro,14,5Cr-20Cr,New Seller,58,338,34,5,3,73,18,Mobile Site,4.57,70,51,Medium,35,20,39,7,Regional,Leather,Organizer Bag|Laptop Sleeve|Wallet
64000296,Sur LLC,Ahmedabad,Gujarat,LLP,8,Free,0,40L-1.5Cr,Lazy Seller,45,337,73,11,0,20,71,Desktop,4.31,38,32,High,13,10,3,2,Regional,Furniture,Modular Desk|Sofa|Wooden Table
64000297,Majumdar-Seth,Chennai,Tamil Nadu,Private Limited,6,Mini Dynamic Catalog (Monthly),7,1.5Cr-5Cr,Power Seller,85,358,78,41,2,98,4,Desktop,3.36,85,91,Low,29,3,20,5,National,Electronics,CCTV Camera|HDMI Cable|Wireless CCTV
64000298,"Warrior, Tella and Krishna",Jaipur,Rajasthan,Partnership,13,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,Lazy Seller,58,188,69,31,8,50,57,Mobile Site,3.3,13,37,High,13,11,37,8,Regional,Agriculture,Fertilizers|Drip Irrigation|Pesticides
64000299,Dasgupta Inc,Noida,Uttar Pradesh,Private Limited,7,IM Leader Pro,40,5Cr-20Cr,Premium Stable Seller,86,334,74,68,33,94,12,Desktop,4.7,94,89,Low,19,3,15,4,Regional,Agriculture,Drip Irrigation|Fertilizers|Seeds
64000300,Borah Inc,Delhi,Delhi,Partnership,1,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,Lazy Seller,53,306,29,5,5,46,92,App,4.54,11,25,High,16,11,20,4,Export,Chemicals,Cleaning Chemical|Paint Chemical|Industrial Solvents
64000301,Chander-Karnik,Bengaluru,Karnataka,Private Limited,13,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,Power Seller,92,119,44,58,5,95,8,Desktop,4.3,98,82,Low,15,3,31,2,Export,Chemicals,Industrial Solvents|Cleaning Chemical|Paint Chemical
64000302,"Dixit, Srivastava and Choudhry",Noida,Uttar Pradesh,Private Limited,8,Mini Dynamic Catalog (Monthly),7,40L-1.5Cr,Lazy Seller,59,315,44,56,5,40,111,App,4.63,27,15,High,11,7,22,6,Export,Electronics,CCTV Camera|Adapters|HDMI Cable
64000303,"Deep, Zachariah and Verma",Bengaluru,Karnataka,Proprietorship,10,IM IL,70,40L-1.5Cr,Premium Stable Seller,83,36,36,57,5,97,4,App,3.97,84,88,Low,37,3,20,3,Export,Electronics,Fiber Optic Cable|HDMI Cable|Adapters
64000304,"Sant, Mander and Kaur",Ludhiana,Punjab,Proprietorship,2,Free,0,1.5Cr-5Cr,Free Active Seller,71,32,63,21,4,89,8,App,4.45,72,82,Medium,91,11,34,4,National,Garments,Hoodies|Corporate Wear|Kids Wear
64000305,"Bajaj, Samra and Bajaj",Mumbai,Maharashtra,Partnership,14,Trustseal Pro,14,1.5Cr-5Cr,Premium Stable Seller,84,22,41,64,0,79,10,App,4.71,87,94,Low,18,0,7,8,Export,Electronics,Wireless CCTV|Fiber Optic Cable|Adapters
64000306,Varma and Sons,Ludhiana,Punjab,Partnership,10,Free,0,10L-40L,Free Active Seller,90,161,70,15,14,71,10,App,3.45,76,74,Medium,84,26,18,1,Regional,Packaging,Corrugated Box|Labels|Plastic Pouch
64000307,Krishna-Sridhar,Chennai,Tamil Nadu,Partnership,4,IM Leader Pro,40,5Cr-20Cr,Premium Stable Seller,88,107,11,44,39,86,5,Desktop,3.42,84,96,Low,22,2,31,0,Regional,Chemicals,Industrial Solvents|Paint Chemical|Cleaning Chemical
64000308,"Swaminathan, Comar and Bhalla",Jaipur,Rajasthan,Partnership,2,IM IL,70,5Cr-20Cr,Lazy Seller,51,438,27,96,68,48,118,Mobile Site,3.42,21,24,High,15,7,45,7,Regional,Agriculture,Fertilizers|Seeds|Drip Irrigation
64000309,Golla Inc,Noida,Uttar Pradesh,Private Limited,11,Free,0,1.5Cr-5Cr,New Seller,70,335,35,16,12,52,24,App,3.97,44,72,Medium,63,10,2,1,National,Chemicals,Industrial Solvents|Cleaning Chemical|Paint Chemical
64000310,Sarna-Wali,Gurugram,Haryana,Private Limited,8,Trustseal Pro,14,10L-40L,Lazy Seller,58,227,15,25,8,42,117,App,4.11,28,19,High,8,25,26,6,Regional,Packaging,Corrugated Box|Plastic Pouch|Labels
64000311,Sule-Sha,Chennai,Tamil Nadu,Proprietorship,9,Free,0,40L-1.5Cr,Churning Seller,62,240,57,23,10,34,68,Desktop,4.33,33,46,High,23,22,5,7,Regional,Garments,Uniforms|Corporate Wear|Kids Wear
64000312,Saraf-Kapur,Chennai,Tamil Nadu,LLP,6,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,Premium Stable Seller,92,75,78,54,6,83,7,Mobile Site,4.32,87,80,Low,34,2,6,3,Regional,Furniture,Sofa|Wooden Table|Office Chair
64000313,Cherian and Sons,Chennai,Tamil Nadu,Partnership,13,Trustseal Pro,14,1.5Cr-5Cr,Churning Seller,64,248,27,18,10,64,62,Mobile Site,4.55,44,39,High,23,15,44,4,National,Leather,Wallet|Card Holder|Passport Holder
64000314,Hayer-Kaul,Surat,Gujarat,Partnership,10,IM IL,70,1.5Cr-5Cr,Power Seller,86,380,73,110,45,94,2,Desktop,3.6,91,83,Low,10,0,45,6,Export,Leather,Passport Holder|Laptop Sleeve|Organizer Bag
64000315,Barad-Bhalla,Surat,Gujarat,LLP,7,IM IL,70,1.5Cr-5Cr,Lazy Seller,53,451,48,112,53,31,100,Mobile Site,3.41,14,21,High,17,9,1,1,Export,Machinery,Mixer Machine|Juice Machine|Lathe Machine
64000316,"Verma, Sibal and Rao",Delhi,Delhi,Proprietorship,12,IM IL,70,40L-1.5Cr,Lazy Seller,48,460,60,119,54,25,57,App,4.07,30,40,High,18,24,36,7,National,Chemicals,Industrial Solvents|Cleaning Chemical|Paint Chemical
64000317,Thakkar-Balan,Surat,Gujarat,Proprietorship,3,Mini Dynamic Catalog (Monthly),7,1.5Cr-5Cr,Lazy Seller,71,37,6,41,7,35,104,Desktop,4.19,18,28,High,16,27,45,1,Regional,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000318,Thakur-Bath,Bengaluru,Karnataka,Private Limited,8,Mini Dynamic Catalog (Annual),10,10L-40L,Premium Stable Seller,94,399,11,48,10,97,4,App,4.11,82,93,Low,35,2,1,7,National,Leather,Wallet|Passport Holder|Organizer Bag
64000319,Ganesh-Khalsa,Bengaluru,Karnataka,LLP,10,IM Leader Pro,40,10L-40L,New Seller,68,375,78,43,36,56,28,Mobile Site,4,49,50,Medium,36,13,11,0,Export,Electronics,Fiber Optic Cable|Wireless CCTV|Adapters
64000320,Magar and Sons,Ludhiana,Punjab,Partnership,5,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,Lazy Seller,48,149,18,44,4,52,49,Desktop,4.46,37,40,High,13,13,39,2,Export,Packaging,Shipping Box|Plastic Pouch|Labels
64000321,Hans-Rajagopal,Mumbai,Maharashtra,LLP,6,IM Star Pro,30,40L-1.5Cr,Churning Seller,75,461,6,48,2,45,87,App,4.48,31,45,High,21,9,27,6,Regional,Packaging,Plastic Pouch|Corrugated Box|Shipping Box
64000322,Goyal Ltd,Noida,Uttar Pradesh,Proprietorship,4,IM Leader Pro,40,40L-1.5Cr,Premium Stable Seller,79,257,53,65,19,98,7,App,4.36,78,79,Low,20,3,25,7,National,Chemicals,Cleaning Chemical|Industrial Solvents|Paint Chemical
64000323,Madan-Bhargava,Mumbai,Maharashtra,LLP,1,Free,0,1.5Cr-5Cr,Free Active Seller,84,41,14,22,11,77,15,App,3.66,80,84,Medium,96,18,7,4,Export,Agriculture,Pesticides|Seeds|Drip Irrigation
64000324,Randhawa Ltd,Chennai,Tamil Nadu,LLP,8,Maximiser Pro,21,10L-40L,New Seller,78,373,25,45,17,66,22,Desktop,3.22,56,55,Medium,56,5,7,8,Regional,Packaging,Corrugated Box|Shipping Box|Plastic Pouch
64000325,Banerjee-Wali,Noida,Uttar Pradesh,Private Limited,4,IM Star Pro,30,10L-40L,New Seller,63,49,78,32,30,51,12,Mobile Site,4.83,40,64,Medium,37,24,6,2,National,Furniture,Wooden Table|Office Chair|Modular Desk
64000326,"Gola, Shan and Keer",Chennai,Tamil Nadu,Proprietorship,15,Trustseal Pro,14,1.5Cr-5Cr,Power Seller,90,413,56,49,14,94,9,Desktop,4.53,82,96,Low,18,2,18,0,National,Furniture,Sofa|Office Chair|Modular Desk
64000327,"Sankar, Raj and Lalla",Jaipur,Rajasthan,Private Limited,1,Free,0,10L-40L,Free Active Seller,78,332,52,10,10,70,12,Desktop,4.12,72,83,Medium,81,20,28,3,Export,Agriculture,Drip Irrigation|Seeds|Pesticides
